#,Name,Price,Description,Image
86,"Toyota Land Cruiser J200 Внедорожник , 2011",36500$ ,"2011 203000 км Внедорожник / Пикап,
                                                    4.5 л.,
                                                    дизель,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/a0d8y3I5ZsIa-qA7cpcs0g/1080x-/20230127/cf1633647602a5576905cbe532612f41.jpg
87,"Lexus ES , 2017",37000$ ,"2017 45000 км Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                                    передний,",https://i.cars.kg/preview/r/s94VGFsQ3UEknnB7bvVvgw/1080x-/20230127/239e4b92d3577c2837cc631058f15542.jpg
88,"Kia Sorento 2 поколение [рестайлинг] Кроссовер , 2017",26999$ ,"2017 131000 км Кроссовер,
                                        черный,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/FoJEkTgNFRzTmAhpRM2wEw/1080x-/20230124/53657aee786dff68bb71356442b59b54.jpg
89,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2016",23000$ ,"2016 45000 км Кроссовер,
                                        синий,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/JWj9eGJm5g6GuRqCf_ql0Q/1080x-/20230122/0dec045e4c7ff162ffded0270aa3df57.jpg
90,"Toyota Sequoia 2 поколение Внедорожник , 2010",35000$ ,"2010 192000 км Внедорожник / Пикап,
                                        белый,
                                        5.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/QXj15SAGuHUkWN4Aj2gMdQ/1080x-/20230121/d1c69cab71eb48a4cb1941937ea39b2e.jpg
91,"Lexus GX 1 поколение Внедорожник , 2006",25200$ ,"2006 243000 км Внедорожник / Пикап,
                                        белый,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/ixzZIe-rie-arPJCNu-Big/1080x-/20230121/eae875f16ef7fb11f1cfe78c09154613.jpg
92,"Toyota Highlander 3 поколение Кроссовер , 2015",33000$ ,"2015 1 км Кроссовер,
                                        черный,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/LkUlDFEzDjHcGgNbL94jxQ/1080x-/20230121/8e76691a7e179404fa59ae33398a26f6.jpg
93,"Lexus LX 3 поколение Внедорожник , 2008",36800$ ,"2008 1 км Внедорожник / Пикап,
                                        черный,
                                        5.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/9neWI-bPXmn0LPdNEg_AFA/1080x-/20230121/0c4ca7ef77cfd60aceaea302fb480964.jpg
94,"BMW X5 E53 Кроссовер , 2000",7777$ ,"2000 167000 км Кроссовер,
                                        серебряный,
                                        4.4 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/rn0_Rl65X2Glr5rJszi8tw/1080x-/20230121/c353f796a7502676774cb1965fa62898.jpg
95,"Hyundai Solaris 1 поколение Седан , 2004",8500$ ,"2004 170000 км Седан,
                                        белый,
                                        1.4 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/pwbPFAXjY1NT47SEYGZmHw/1080x-/20230121/8a0e11d1936e1e619fb444113c1fac4f.jpg
