#,Name,Price,Year,Mile,Desc,Image
168,"Hyundai Santa Fe CM Кроссовер , 2008",12300$ ,2008,100000 км,"Кроссовер,
                                        белый,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/RKq_Y_5dBAouCe7IMSVRZw/1080x-/20230118/1deefe5f7af2561e4ee36b02886e2a53.jpg
169,"Hyundai Sonata , 2017",15900$ ,2017,181400 км,"2 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/vUtUv8ZOD293WBbJXdW1Lg/1080x-/20230118/bd6b1bdf4755931331990bc08a28a70c.jpg
170,"Lexus GX 1 поколение Внедорожник , 2008",32000$ ,2008,1 км,"Внедорожник / Пикап,
                                        синий,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/AGgEd2i_w8ildOfEnd8D_Q/1080x-/20230118/36690dcaec1142ac366138956c8d8cf4.jpg
171,"Mercedes-Benz S-Класс W220 [рестайлинг] Седан , 2004",10800$ ,2004,1 км,"Седан,
                                        черный,
                                        3.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/ll80_W92Df4veQNUpu6qJg/1080x-/20230118/e9e1d6dc3dbbdb864827297f474cdd93.jpg
172,"Lexus LX 3 поколение Внедорожник , 2011",42000$ ,2011,177000 км,"Внедорожник / Пикап,
                                        белый,
                                        5.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/8oSn0cmm_0HdHv73_BQxCA/1080x-/20230117/42c05deb380f2a823b6d338dc985abc0.jpg
173,"Toyota RAV4 , 2017",24500$ ,2017,200000 км,"2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/TLVgy32KHydGN84Ar3opSg/1080x-/20230117/49093d835088ff7418c080f2ca2bfce8.jpg
174,"Lexus RX 1 поколение Кроссовер , 2001",10500$ ,2001,215000 км,"Кроссовер,
                                        серебряный,
                                        3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/ccVmPQv1Xku8F469dlwNSQ/1080x-/20230117/8b02c7b163c302a8a9c708ed19963571.jpg
175,"Toyota Highlander 3 поколение Кроссовер , 2016",33500$ ,2016,89000 км,"Кроссовер,
                                        белый,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/schjVfoZpkVkeo7oAyLQkg/1080x-/20230117/e90b4f7fe3f8dc796da4012b9a140b73.jpg
176,"Toyota Auris 1 поколение [рестайлинг] Hybrid хетчбэк 5-дв. , 2011",13500$ ,2011,165000 км,"Хэтчбек,
                                        белый,
                                        1.8 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/z_8_SXr-HCpCtk8olLv6yQ/1080x-/20230117/6316c8ea832f5105d65f12b68bdf55eb.jpg
177,"Toyota Prius V 1 поколение Минивэн , 2016",17$ ,2016,,"Минивэн / Бус,
                                        серый,
                                        1.8 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/CqwGgjy5c0bOn-d2ZHZPzg/1080x-/20230117/4c5d3b3c9a3f665ebd044e7d224e6daf.jpg
178,"BMW X5 E53 [рестайлинг] Кроссовер , 2003",9600$ ,2003,253000 км,"Кроссовер,
                                        черный,
                                        3 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/XixTY5gfNUSV_OKFNPFzDQ/1080x-/20230117/c89feb2c9215e6af2cb3a66bdf5c23da.jpg
179,"Honda Inspire 4 поколение Седан , 2003",8600$ ,2003,260000 км,"Седан,
                                        серый,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/lPWCwteKr0vWQL1cQWFfxw/1080x-/20230117/b315d155fe48ae2462301b6881562aad.jpg
180,"Toyota Camry XV50 [рестайлинг] Седан , 2019",25500$ ,2019,63 км,"Седан,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/R3-sVEeJg5T-ST6WKZPjHw/1080x-/20230117/de3e149854f2ad6cfb077b96f5f7a02c.jpg
181,"SsangYong , 2006",7000$ ,2006,175000 км,"Внедорожник / Пикап,
                                        серебряный,
                                        2.3 л.,
                                                                            полный подключаемый,",No picture
182,"Toyota Will VS 1 поколение Хетчбэк , 2003",5800$ ,2003,287000 км,"Хэтчбек,
                                        белый,
                                        1.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/7qkN_Y5rpY9RVeaGYTRveg/1080x-/20230117/667a2ab60f6cfd9133b38adcb3bc5aef.jpg
183,"Toyota Alphard 1 поколение Минивэн 5-дв. , 2004",11500$ ,2004,95000 км,"Минивэн / Бус,
                                        серебряный,
                                        3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/CIvxZpLBz48lg69gDT7VYQ/1080x-/20230117/a5b76c6d8ed3e48ce310d0a6d2c1e44b.jpg
184,"Ford Maverick 2 поколение Внедорожник , 2003",7000$ ,2003,,"Внедорожник / Пикап,
                                        черный,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        постоянный полный,",https://i.cars.kg/preview/r/bw4AIm-h0lt5TTBivz8o9Q/1080x-/20230117/681e06476204c42b522034a159d1f6cd.jpg
185,"Toyota Land Cruiser J200 [2-й рестайлинг] Внедорожник , 2016",69000$ ,2016,140000 км,"Внедорожник / Пикап,
                                        черный,
                                        4.6 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/mno8aDCWj-9GmXcTSc9lZw/1080x-/20230117/18e57206eefc9f22c91eccb204c98d73.jpg
186,"Toyota 4Runner 5 поколение Внедорожник , 2020",72000$ ,2020,21000 км,"Внедорожник / Пикап,
                                        белый,
                                        4.0 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/qhmGlDhpsGi4YgT2VQhfdA/1080x-/20230117/17c0ab6edca62228620d523a21d26f8f.jpg
187,"Mercedes-Benz C-Класс W202/S202 Седан , 1995",4$ ,1995,463000 км,"Седан,
                                        бордовый,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",No picture
188,"Daewoo Nexia 1 поколение [рестайлинг] Седан , 2011",3482$ ,2011,137000 км,"Седан,
                                        голубой,
                                        1.6 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/eaO6U7edriFdKcL0YH9tIQ/1080x-/20230117/cdfa71071639951122866faf6b94a109.jpg
189,"Toyota Prius , 2014",14000$ ,2014,,"1.8 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,",https://i.cars.kg/preview/r/zQoA6SdWUNQbOcfYUju43w/1080x-/20230116/91c14e0e97c3c16b76d93ffa3026a910.jpg
190,"Mercedes-Benz S-Класс W140/C140 Седан , 1992",7000$ ,1992,7000 км,"Седан,
                                        серый,
                                        4.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/qI5xHlQyawbAeUM2RhIJtg/1080x-/20230116/48e0e540ce049db4258efee029ebb55f.jpg
191,"Toyota Alphard , 2008",11500$ ,2008,147000 км,"2.4 л.,
                                        левый руль,
                                                    автомат,
                                        передний,",https://i.cars.kg/preview/r/sh3t_jPq7QIu55-xT2DUCw/1080x-/20230116/c82a69269df134246da44c673d926da1.jpg
192,"Mercedes-Benz S-Класс W140/C140 [рестайлинг] Седан , 1996",550000$ ,1996,,"Седан,
                                        черный,
                                        5 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        задний,",No picture
193,"МАРКА:Weltmeister  ⭕ МОДЕЛЬ:EX5  , 2019",25000$ ,2019,38000 км,"Внедорожник / Пикап,
                                        красный,
                                        1 л.,
                                        левый руль,
                                        электро,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/Xqo3LqfNb7HRzP0qNOvHAg/1080x-/20230116/23771fd663895feff6d4c4d4a8015570.jpg
194,"Toyota Avalon , 2005",10500$ ,2005,172000 км,"3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/SEDeSnKFtT_qqKOZOW92zw/1080x-/20230116/0468166452f5904cd7b4db6640ccdca4.jpg
195,"Kia K7 1 поколение [рестайлинг] Седан , 2019",27000$ ,2019,98000 км,"Седан,
                                        черный,
                                        3 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/BJ24BLtJjpNZ5AkOD1LfEw/1080x-/20230116/88cbe9fa8ccd573c2a2ffcc3303fcf20.jpg
196,"Toyota Camry XV50 [рестайлинг] Седан , 2017",24300$ ,2017,29000 км,"Седан,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/f3es_OiLf8C0AA27tskH2A/1080x-/20230116/2e2f4679cc8d7421602af3e2a45ff67b.jpg
197,"Honda Civic 9 поколение Hybrid седан 4-дв. , 2012",13500$ ,2012,1111 км,"Седан,
                                        белый,
                                        1.5 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/FU4fO59Ovkm36T4s5f2V_w/1080x-/20230116/f4520fec67e01c516a6cd59c4d0278f9.jpg
198,"Hyundai Palisade , 2019",39000$ ,2019,98000 км,"Внедорожник / Пикап,
                                        белый,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/Axh2D2F5XkR3p8cItomKUg/1080x-/20230116/ea9df098c58423b6ad4820c3f9371306.jpg
199,"Toyota Prius 3 поколение [рестайлинг] Хетчбэк , 2013",12500$ ,2013,190000 км,"Хэтчбек,
                                        синий,
                                        1.8 л.,
                                        левый руль,
                                        гибрид,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/q7R0pfGLMxWXrxIHY4GSbQ/1080x-/20230116/2378ce438eb23038ab1a91836c87093b.jpg
200,"Mitsubishi Outlander 3 поколение [2-й рестайлинг] Кроссовер , 2019",11000$ ,2019,11000 км,"Кроссовер,
                                        серый,
                                        2 л.,
                                        левый руль,
                                        бензин,
                                        вариатор,
                                        постоянный полный,",https://i.cars.kg/preview/r/CDuCkZz_AlMzJ9YfsyvdEA/1080x-/20230116/b860277c00d6e10702a43f1099d8b693.jpg
201,"Lexus ES 6 поколение [рестайлинг] Седан , 2016",29500$ ,2016,120000 км,"Седан,
                                        серебряный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/gpqTBcl4liZDKOWVs3EDZQ/1080x-/20230116/927b62dcd1ae835d4564cca776737c92.jpg
202,"Toyota Hilux Surf 4 поколение Внедорожник , 2003",18900$ ,2003,1 км,"Внедорожник / Пикап,
                                        белый,
                                        3.4 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/8Xtbx97r5J1uHEJx_07iOw/1080x-/20230116/e97c3ca9cc0a48c6eb736f94cd26668f.jpg
203,"Toyota Camry XV50 [рестайлинг] Седан , 2018",33500$ ,2018,90 км,"Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/LcHp9bxCXxkSYxu3Q0YfYg/1080x-/20230116/4f49cc603cf2945d45e9cf40528fdc00.jpg
204,"Mercedes-Benz GL-Класс X166 Внедорожник 5-дв. , 2013",32000$ ,2013,197 км,"Внедорожник / Пикап,
                                        белый,
                                        4.7 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/EBd8HykA7W4Cs5DRgVDO8Q/1080x-/20230116/085c92ae6bf0f9747452630b0ae6aa46.jpg
205,"Toyota RAV4 4 поколение [рестайлинг] Кроссовер , 2020",30500$ ,2020,90000 км,"Кроссовер,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        полный подключаемый,",https://i.cars.kg/preview/r/aOv6YgYJkrwuP2BrVpf-Gw/1080x-/20230116/e885283b733d9b58dc2486977fc729cd.jpg
206,"Toyota Camry , 2017",26000$ ,2017,25000 км,"Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/M0vIQLImaFUX5g_MSXFRmg/1080x-/20230116/7856469577ffd8db3c4ea9d34960bb83.jpg
207,"Toyota Camry XV50 [рестайлинг] Седан , 2016",17000$ ,2016,76000 км,"Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/tvWoDcbVcnzNYKivOiLbmw/1080x-/20230116/79c08923ce9d6c43592581135527c3bf.jpg
208,"Mercedes-Benz E-Класс W211/S211 [рестайлинг] Седан 4-дв. , 2007",12300$ ,2007,166000 км,"Седан,
                                        черный,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",No picture
209,"Hyundai Santa Fe SM Кроссовер , 2004",6500$ ,2004,222500 км,"Кроссовер,
                                        черный,
                                        2.4 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/Yv0HP_DeEKKv7-46R1D-lg/1080x-/20230115/a66b94256f0e465fab26a43ba4f19ee4.jpg
210,"Subaru Forester 4 поколение [рестайлинг] Кроссовер , 2016",15500$ ,2016,144000 км,"Кроссовер,
                                        зеленый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        вариатор,
                                        постоянный полный,",https://i.cars.kg/preview/r/p7mpKlbgO5Pk50lQlp5TNg/1080x-/20230116/1ab7f7faa1e78a9f63fb74efcb4d51c9.jpg
211,"Toyota Camry , 2015",17500$ ,2015,62000 км,"2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/FfoeTv7CKm8daUffJJLYRw/1080x-/20230115/2145f4fecaa36272d29a3f40c86483f1.jpg
212,"Toyota Camry , 2017",17500$ ,2017,95000 км,"2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/vt68aAKJy3K_hRuATa-YQA/1080x-/20230115/33e96cb3f36ebef09cf9cb4cdfda7e30.jpg
213,"Toyota Camry XV50 [рестайлинг] Седан , 2019",27500$ ,2019,61000 км,"Седан,
                                        белый,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/wkvy1Xs9mM51L6-_sTL3IQ/1080x-/20230115/6401d1a2ca05f7497d107b78be988a09.jpg
214,"Mercedes-Benz E-Класс , 1992",430000$ ,1992,,"2.8 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        задний,",https://i.cars.kg/preview/r/oERJpQ2itWkt6wjVf_TvRA/1080x-/20230115/cfecb9e4a60b1dd6dc05bbc78ec97295.jpg
215,"Kia Sorento 3 поколение Prime кроссовер , 2018",24500$ ,2018,120000 км,"Кроссовер,
                                        белый,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/oF8DeqcRv2WznWpsbXDXJw/1080x-/20230115/df798af5522fb608a50309f5f4d71e51.jpg
216,"Honda Fit 2 поколение , 2009",10000$ ,2009,,"Хэтчбек,
                                        серый,
                                        1.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,",https://i.cars.kg/preview/r/N8ExlV7gN1WWOpkDxEHLTg/1080x-/20230115/8edc98f532c46ce06196621211833aa6.jpg
217,"Toyota Corolla Spacio 2 поколение [рестайлинг] Минивэн , 2002",8800$ ,2002,261000 км,"Минивэн / Бус,
                                        белый,
                                        1.8 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/8W_zBaGJI46PuHp5NmfkYA/1080x-/20230115/2bc0fb510be9e4b9d4f849f6834c1906.jpg
218,"Subaru Legacy 4 поколение , 2003",6500$ ,2003,330000 км,"Седан,
                                        синий,
                                        2 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/Cr9rKDQPx1ojIJ2ZTU1V7w/1080x-/20230115/e38ca2f51500f9831882a50c17101a11.jpg
219,"Hyundai PALISADE , 2019",45999$ ,2019,32000 км,"Внедорожник / Пикап,
                                        белый,
                                        2.2 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/YveXkhhjYqW6E8QSltVgQA/1080x-/20230115/9379d152232ee7d34a7d9fa9a541b534.jpg
220,"Honda Fit 2 поколение Хетчбэк , 2007",10500$ ,2007,60000 км,"Хэтчбек,
                                        серебряный,
                                        1.5 л.,
                                        правый руль,
                                        бензин,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/eKi1UnF2xQoDW0XkULhefQ/1080x-/20230115/876c04951612955f8229ee703274f2ed.jpg
221,"Hyundai Sonata YF Седан 4-дв. , 2016",16800$ ,2016,125000 км,"Седан,
                                        белый жемчуг,
                                        2.0 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/tBSgr5fSyVX5CU9ZK3XimA/1080x-/20230115/2335f92c2e8f7519d79c54f9ab8ea827.jpg
222,"SsangYong Rexton 1 поколение Внедорожник , 2003",6500$ ,2003,600000 км,"Внедорожник / Пикап,
                                        серый,
                                        2.9 л.,
                                        левый руль,
                                        дизель,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/pgagZEybxYgv1UQxWNmQhQ/1080x-/20230115/dbdef9801df6b72720e1e7bedc6b7287.jpg
223,"Toyota Corolla E170 [рестайлинг] Седан , 2017",19999$ ,2017,50000 км,"Седан,
                                        серебряный,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        вариатор,
                                        передний,",https://i.cars.kg/preview/r/s8cvJQ6rstMKpj2mjtl4tg/1080x-/20230115/e9956aa8ae24a3669b309a733eae6b05.jpg
224,"Lexus ES 5 поколение [рестайлинг] Седан , 2010",16600$ ,2010,105000 км,"Седан,
                                        черный,
                                        3.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/9Vl9XTONajktJGw043R5SQ/1080x-/20230115/1b523037f6a6dac0090d7b20ca4693a9.jpg
225,"Toyota Camry XV50 [рестайлинг] Седан , 2018",27000$ ,2018,77000 км,"Седан,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/vkntLirlhvYzpHRA2N1cjg/1080x-/20230115/6757817583d416f64212c591d972b693.jpg
226,"Toyota Crown Majesta S180 [рестайлинг] Седан , 2010",12000$ ,2010,210000 км,"Седан,
                                        белый,
                                        4.6 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/RJrIWPZa5odVchMNd_9BfQ/1080x-/20230115/fa00a4ae4f5676f21c71a1c037037613.jpg
227,"Toyota Prius 4 поколение , 2016",18500$ ,2016,100 км,"Хэтчбек,
                                        черный,
                                        1,8 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/OuNxQBPwDB_L8kT5Oqpxsw/1080x-/20230115/68b326d59165b2e20bc00eed052350da.jpg
228,"Lexus LX 2 поколение Внедорожник , 2006",25000$ ,2006,375000 км,"Внедорожник / Пикап,
                                        черный,
                                        4.7 л.,
                                        левый руль,
                                        газ-бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/1ABfKqvOPhGftt2eRrLqAA/1080x-/20230115/f1d1be9ed4e7f93fdb62ad836aea0363.jpg
229,"Toyota Camry , 2018",25500$ ,2018,70000 км,"2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/u0jyraltFJQCmcqpIj5IkQ/1080x-/20230115/44f279a9e5de32401a35902d29bbb0ed.jpg
230,"Toyota Camry , 2018",25500$ ,2018,70000 км,"2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/u0jyraltFJQCmcqpIj5IkQ/1080x-/20230115/44f279a9e5de32401a35902d29bbb0ed.jpg
231,"Toyota Camry , 2018",25500$ ,2018,70000 км,"2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/u0jyraltFJQCmcqpIj5IkQ/1080x-/20230115/44f279a9e5de32401a35902d29bbb0ed.jpg
232,"Toyota Camry XV50 [рестайлинг] Седан , 2018",25500$ ,2018,70000 км,"Седан,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/YBjdjqSOSwbApdV29OsC6g/1080x-/20230115/da1fecfdf8771818e30aa231ab16dc5f.jpg
233,"Toyota Crown S180 [рестайлинг] Седан , 2007",12000$ ,2007,160000 км,"Седан,
                                        серебряный,
                                        3.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/REOQ8Q5RRF_cAv5MqLgOUQ/1080x-/20230115/107848ef992a562f6a695a4e1a1baee9.jpg
234,"Subaru Forester 2 поколение Кроссовер , 2002",7250$ ,2002,210 км,"Кроссовер,
                                        серебряный,
                                        2 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        постоянный полный,",https://i.cars.kg/preview/r/e3Ha7hMEL92SLXHYk7_HtA/1080x-/20230115/ac0bce74287030a811364be3fa6e5677.jpg
235,"Daewoo Matiz M150 [рестайлинг] Хетчбэк , 2007",2999$ ,2007,125000 км,"Хэтчбек,
                                        голубой,
                                        0.8 л.,
                                        левый руль,
                                        бензин,
                                        механика,
                                        передний,",https://i.cars.kg/preview/r/11LkaSlXgUEYHE4FPK8Arw/1080x-/20230114/af204c3c2ba8bcc0a13b3c78af85cf16.jpg
236,"Lexus ES 6 поколение [рестайлинг] Седан , 2016",30000$ ,2016,80000 км,"Седан,
                                        серебряный,
                                        2.5 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/p55gt9TjE9caz-d1f-UN4w/1080x-/20230114/6e8a66e32eddcc2ee9c316184f1e1cdf.jpg
237,"Toyota Prius , 2020",29000$ ,2020,16000 км,"Седан,
                                        серебряный,
                                        1.8 л.,
                                        левый руль,
                                        гибрид,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/HFBKnztEvQdpiPOFts3z1A/1080x-/20230114/09f33e7b951ee090f0667233f93c5bdc.jpg
238,"Honda Civic 8 поколение [рестайлинг] US-spec седан 4-дв. , 2008",7312$ ,2008,260000 км,"Седан,
                                        черный,
                                        1.8 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/M_j8QVaAs1Pl41jz0fX8bA/1080x-/20230114/80e4826b73787d961b3ea9692b749a22.jpg
239,"Toyota RAV4 , 2021",42000$ ,2021,19000 км,"Кроссовер,
                                        серебряный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/lH6il8JeP6STGsObOP7JjQ/1080x-/20230114/574f0cae58e0a4648f6ff0d48195cc24.jpg
240,"Honda CR-V 2 поколение [рестайлинг] Кроссовер , 2005",13000$ ,2005,122000 км,"Кроссовер,
                                        серебряный,
                                        2.0 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/wQl-jdcbPcjXXKybA6sswQ/1080x-/20230114/6647a8dad99463d00ffe9712a0224587.jpg
241,"Mercedes-Benz E-Класс W210/S210 [рестайлинг] , 2000",5610$ ,2000,308000 км,"Седан,
                                        серый,
                                        2.8 л.,
                                                    бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/3sV-qwTAxZZVEmq3cCTSOg/1080x-/20230114/dbfe7979e9e14c11df86c482dd8aa596.jpg
242,"Subaru Forester 4 поколение [рестайлинг] Кроссовер , 2019",22100$ ,2019,66000 км,"Кроссовер,
                                        черный,
                                        2.5 л.,
                                        левый руль,
                                        бензин,
                                        вариатор,
                                        постоянный полный,",https://i.cars.kg/preview/r/q7iMpAj3tgKOhig4QrZdZA/1080x-/20230114/bd83ecd13ee3bf5133e213e82182c66e.jpg
243,"Toyota Camry XV30 Седан , 2002",9000$ ,2002,,"Седан,
                                        серебряный,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        автомат,",https://i.cars.kg/preview/r/tUKyWtmWN1mbAdpyjTMMpQ/1080x-/20230113/94604e62fac489d7936d52a076bd583c.jpeg
244,"Toyota Raum , 2003",6999$ ,2003,,"золотой,
                                        1.5 л.,
                                        правый руль,
                                        бензин,
                                        автомат,",No picture
245,"Hyundai Sonata , 2016",12500$ ,2016,155000 км,"Седан,
                                        мокрый асфальт,
                                        2 л.,
                                        левый руль,
                                        газ,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/SyGNc2VjhpIx0rF8zJv3jw/1080x-/20230113/ac2c46ea55a54a7f57952f65490cc21b.jpg
246,"Audi A6 4B/C5 [рестайлинг] Седан , 2002",388$ ,2002,208000 км,"Седан,
                                                    2.4 л.,
                                                    бензин,
                                        механика,
                                        передний,",No picture
247,"Toyota Ist 1 поколение Хетчбэк , 2004",6500$ ,2004,250000 км,"Хэтчбек,
                                        серебряный,
                                        1.3 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/8-OygUpZky7Uygb0g5QZpQ/1080x-/20230113/69a2e1f1e1ae4815cc9a2283d3033bad.webp
248,"BYD e5, 2017",12500$ ,2017,70000 км,"Седан,
                                        белый,
                                                                                        передний,",https://i.cars.kg/preview/r/zwopbRTJY3Uge1qMBwyWQQ/1080x-/20230113/5b83417973baa0c45de4b3d8f7f7ceb4.jpg
249,"Mercedes-Benz S-Класс W220 Седан , 1999",7300$ ,1999,298000 км,"Седан,
                                        серебряный,
                                        3.2 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        задний,",https://i.cars.kg/preview/r/V1AWFcBVZnBrpC0i4vcvRg/1080x-/20230113/9c4415bb70cf1e0455fab5c451d9d18b.jpg
250,"Lexus RX 1 поколение Кроссовер , 2002",7000$ ,2002,260000 км,"Кроссовер,
                                        золотой,
                                        3 л.,
                                        левый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/Cvb3taRZUxjPs74SFSyYIg/1080x-/20230113/848aa6d120e38b73779c2b44672121ca.jpg
251,"Toyota Estima 2 поколение Минивэн , 2004",13000$ ,2004,150000 км,"Минивэн / Бус,
                                        серебряный,
                                        2.4 л.,
                                        правый руль,
                                        бензин,
                                        автомат,
                                        передний,",https://i.cars.kg/preview/r/tMtWS3q0eBnB2-UVCyHd0g/1080x-/20230113/72ba56a2cd6aba9e288b808c8727c706.jpg
